word_raw,word_clean,start,end,start_lagged,TR,segment_idx_0,segment_idx_1,segment_idx_2,segment_idx_3,segment_idx_4,segment_idx_5
I,i,15.089999,15.169999,19.589999,14,0,0,0,0,0,0
began,began,15.17,15.51,19.67,14,0,0,0,0,0,0
my,my,15.509999,15.699999,20.009999,14,0,0,0,0,0,0
illustrious,<unk>,15.71,16.310000000000002,20.21,14,0,0,0,0,0,0
career,career,16.33,16.939999999999998,20.83,14,0,0,0,0,0,0
in,in,17.08,17.209999999999997,21.58,15,0,0,0,0,0,0
journalism,journalism,17.209999,17.929999,21.709999,15,0,0,0,0,0,0
in,in,18.469999,18.589999,22.969999,16,0,0,0,0,0,0
the,the,18.59,18.68,23.09,16,0,0,0,0,0,0
Bronx,bronx,18.68,19.24,23.18,16,0,0,0,0,0,0
where,where,19.24,19.39,23.74,16,0,0,0,0,0,0
I,i,19.39,19.5,23.89,16,0,0,0,0,0,0
toiled,<unk>,19.5,20.09,24.0,17,0,0,0,0,0,0
as,as,20.36,20.49,24.86,17,0,0,0,0,0,0
a,a,20.49,20.540000000000003,24.99,17,0,0,0,0,0,0
hard,hard,20.54,20.89,25.04,17,0,0,0,0,0,0
boiled,boiled,20.89,21.14,25.39,17,0,0,0,0,0,0
reporter,reporter,21.14,21.91,25.64,18,0,0,0,0,0,0
for,for,22.09,22.24,26.59,18,0,0,0,0,0,0
the,the,22.24,22.360000000000003,26.74,18,0,0,0,0,0,0
Ram,ram,22.36,22.77,26.86,18,0,0,0,0,0,0
the,the,23.93,24.1,28.43,19,0,0,0,0,0,0
student,student,24.1,24.62,28.6,20,0,0,0,0,0,0
newspaper,newspaper,24.63,25.27,29.13,20,0,0,0,0,0,0
at,at,25.27,25.39,29.77,20,0,0,0,0,0,0
Fordham,fordham,25.39,25.69,29.89,20,0,0,0,0,0,0
University,university,25.69,26.41,30.19,21,0,0,0,0,0,0
And,and,27.07,27.2,31.57,22,1,1,1,1,1,1
one,one,27.2,27.33,31.7,22,1,1,1,1,1,1
day,day,27.33,27.49,31.83,22,1,1,1,1,1,1
I’m,i'm,27.49,27.590000000000003,31.99,22,1,1,1,1,1,1
walking,walking,27.59,27.87,32.09,22,1,1,1,1,1,1
toward,toward,27.87,28.05,32.370000000000005,22,1,1,1,1,1,1
the,the,28.05,28.12,32.55,22,1,1,1,1,1,1
campus,campus,28.12,28.43,32.620000000000005,22,1,1,1,1,1,1
center,center,28.429999,28.769999,32.929998999999995,22,1,1,1,1,1,1
and,and,28.96,29.130000000000003,33.46,23,1,1,1,1,1,1
out,out,29.139999,29.329999,33.639999,23,1,1,1,1,1,1
comes,comes,29.33,29.55,33.83,23,1,1,1,1,1,1
the,the,29.58,29.69,34.08,23,1,1,1,1,1,1
elusive,elusive,29.69,30.38,34.19,23,1,1,1,1,1,1
Dean,dean,30.61,31.0,35.11,24,1,1,1,1,1,1
McGowan,<unk>,31.0,31.66,35.5,24,1,1,1,1,1,1
architect,architect,32.299999,32.819999,36.799999,25,1,1,1,1,1,1
of,of,32.82,32.910000000000004,37.32,25,1,1,1,1,1,1
a,a,32.91,33.0,37.41,25,1,1,1,1,1,1
policy,policy,33.009999,33.769999,37.509999,26,1,1,1,1,1,1
to,to,34.07,34.21,38.57,26,1,1,1,1,1,1
replace,replace,34.209999,34.729999,38.709999,26,1,1,1,1,1,1
Fordham’s,<unk>,34.730000000000004,35.190000000000005,39.230000000000004,27,1,1,1,1,1,1
traditionally,traditionally,35.199999,36.009999,39.699999,27,1,1,1,1,1,1
working,working,36.41,37.04,40.91,28,1,1,1,1,1,1
to,to,37.09,37.150000000000006,41.59,28,1,1,1,1,1,1
middle,middle,37.16,37.36,41.66,28,1,1,1,1,1,1
class,class,37.369999,37.669999,41.869999,28,1,1,1,1,1,1
students,students,37.67,38.28,42.17,29,1,1,1,1,1,1
with,with,38.74,39.120000000000005,43.24,29,1,1,1,1,1,1
wealthier,wealthier,39.23,39.85,43.73,30,1,1,1,1,1,1
more,more,39.85,40.04,44.35,30,1,1,1,1,1,1
prestigious,prestigious,40.04,40.68,44.54,30,1,1,1,1,1,1
ones,ones,40.68,41.26,45.18,31,1,1,1,1,1,1
So,so,42.21,42.38,46.71,32,1,1,1,1,1,1
I,i,42.38,42.46,46.88,32,1,1,1,1,1,1
whip,whip,42.46,42.65,46.96,32,1,1,1,1,1,1
out,out,42.65,42.76,47.15,32,1,1,1,1,1,1
my,my,42.76,42.88,47.26,32,1,1,1,1,1,1
notebook,notebook,42.88,43.2,47.38,32,1,1,1,1,1,1
and,and,43.2,43.3,47.7,32,1,1,1,1,1,1
I,i,43.3,43.37,47.8,32,1,1,1,1,1,1
go,go,43.37,43.5,47.87,32,1,1,1,1,1,1
up,up,43.5,43.61,48.0,33,1,1,1,1,1,1
to,to,43.61,43.72,48.11,33,1,1,1,1,1,1
him,him,43.72,43.82,48.22,33,1,1,1,1,1,1
and,and,43.82,43.93,48.32,33,1,1,1,1,1,1
I,i,43.93,44.01,48.43,33,1,1,1,1,1,1
say,say,44.01,44.18,48.51,33,1,1,1,1,1,1
Dean,dean,44.179999,44.539999,48.679999,33,1,1,1,1,1,1
McGowan,<unk>,44.54,44.97,49.04,33,1,1,1,1,1,1
is,is,45.42,45.57,49.92,34,1,1,1,1,1,1
it,it,45.57,45.7,50.07,34,1,1,1,1,1,1
true,true,45.719999,46.099999,50.219999,34,1,1,1,1,1,1
that,that,46.099999,46.249999,50.599999,34,1,1,1,1,1,1
Fordham,fordham,46.25,46.52,50.75,34,1,1,1,1,1,1
University,university,46.52,47.02,51.02,35,1,1,1,1,1,1
plans,plans,47.02,47.29,51.52,35,1,1,1,1,1,1
to,to,47.29,47.41,51.79,35,1,1,1,1,1,1
raise,raise,47.41,47.72,51.91,35,1,1,1,1,1,1
tuition,tuition,47.719999,48.129999,52.219999,35,1,1,1,1,1,1
substantially,substantially,48.13,48.86,52.63,36,1,1,1,1,1,1
above,above,48.86,49.06,53.36,36,1,1,1,1,1,1
the,the,49.07,49.17,53.57,36,1,1,1,1,1,1
inflation,inflation,49.17,49.67,53.67,36,1,1,1,1,1,1
rate,rate,49.67,49.9,54.17,37,1,1,1,1,1,1
and,and,50.059999,50.199999,54.559999,37,1,1,1,1,1,1
if,if,50.2,50.34,54.7,37,1,1,1,1,1,1
so,so,50.34,50.92,54.84,37,1,1,1,1,1,1
wouldn’t,wouldn't,51.16,51.41,55.66,38,1,1,1,1,1,1
that,that,51.41,51.54,55.91,38,1,1,1,1,1,1
be,be,51.54,51.64,56.04,38,1,1,1,1,1,1
a,a,51.639999,51.689999,56.139999,38,1,1,1,1,1,1
betrayal,betrayal,51.69,52.23,56.19,38,1,1,1,1,1,1
of,of,52.23,52.31,56.73,38,1,1,1,1,1,1
its,its,52.309999000000005,52.449999000000005,56.809999000000005,38,1,1,1,1,1,1
mission,mission,52.459999,52.979999,56.959999,38,1,1,1,1,1,1
And,and,54.719999,54.839999,59.219999,40,2,2,2,2,2,2
he,he,54.84,54.95,59.34,40,2,2,2,2,2,2
stops,stops,54.95,55.510000000000005,59.45,40,2,2,2,2,2,2
and,and,55.52,55.63,60.02,41,2,2,2,2,2,2
looks,looks,55.63,55.8,60.13,41,2,2,2,2,2,2
at,at,55.8,55.92,60.3,41,2,2,2,2,2,2
me,me,55.92,56.56,60.42,41,2,2,2,2,2,2
and,and,57.1,57.22,61.6,42,2,2,2,2,2,2
he,he,57.22,57.32,61.72,42,2,2,2,2,2,2
says,says,57.32,57.9,61.82,42,2,2,2,2,2,2
Listen,listen,58.66,58.91,63.16,43,2,2,2,2,2,2
up,up,58.91,59.05,63.41,43,2,2,2,2,2,2
punk,punk,59.06,59.6,63.56,43,2,2,2,2,2,2
And,and,59.82,60.0,64.32,43,2,3,2,2,2,2
right,right,60.0,60.26,64.5,44,2,3,2,2,2,2
then,then,60.26,60.54,64.75999999999999,44,2,3,2,2,2,2
there’s,there's,60.55,60.78,65.05,44,2,3,2,2,2,2
a,a,60.78,60.88,65.28,44,2,3,2,2,2,2
blur,blur,60.9,61.58,65.4,44,2,3,2,2,2,2
in,in,61.82,61.93,66.32,45,2,3,2,2,2,2
the,the,61.93,62.03,66.43,45,2,3,2,2,2,2
corner,corner,62.03,62.26,66.53,45,2,3,2,2,2,2
of,of,62.26,62.33,66.75999999999999,45,2,3,2,2,2,2
my,my,62.33,62.5,66.83,45,2,3,2,2,2,2
eye,eye,62.5,62.63,67.0,45,2,3,2,2,2,2
which,which,62.63,62.8,67.13,45,2,3,2,2,2,2
becomes,becomes,62.8,63.23,67.3,45,2,3,2,2,2,2
this,this,63.24,63.52,67.74000000000001,46,2,3,2,2,2,2
figure,figure,63.53,64.29,68.03,46,2,3,2,2,2,2
holding,holding,64.559999,64.98999900000001,69.059999,47,2,3,2,2,2,2
a,a,64.99,65.03999999999999,69.49,47,2,3,2,2,2,2
cream,cream,65.03999999999999,65.35999999999999,69.53999999999999,47,2,3,2,2,2,2
pie,pie,65.36,65.69,69.86,47,2,3,2,2,2,2
which,which,65.7,65.9,70.2,47,2,3,2,2,2,2
becomes,becomes,65.91,66.28,70.41,47,2,3,2,2,2,2
the,the,66.309999,66.42999900000001,70.809999,48,2,3,2,2,2,2
guy,guy,66.429999,67.079999,70.929999,48,2,3,2,2,2,2
standing,standing,67.299999,67.879999,71.799999,48,2,3,2,2,2,2
next,next,67.88,68.14,72.38,49,2,3,2,2,2,2
to,to,68.15,68.27000000000001,72.65,49,2,3,2,2,2,2
me,me,68.27,68.64,72.77,49,2,3,2,2,2,2
mashing,<unk>,69.03999999999999,69.66,73.53999999999999,50,2,3,2,2,2,2
a,a,69.67,69.74,74.17,50,2,3,2,2,2,2
cream,cream,69.74,70.11,74.24,50,2,3,2,2,2,2
pie,pie,70.109999,70.529999,74.609999,50,2,3,2,2,2,2
into,into,70.559999,70.75999900000001,75.059999,51,2,3,2,2,2,2
Dean,dean,70.76,71.03,75.26,51,2,3,2,2,2,2
McGowan’s,<unk>,71.029999,71.469999,75.529999,51,2,3,2,2,2,2
face,face,71.48,72.14,75.98,51,2,3,2,2,2,2
And,and,73.6,73.76,78.1,53,2,3,2,2,2,2
then,then,73.93,74.28,78.43,53,2,3,2,2,2,2
runs,runs,74.28,74.5,78.78,53,2,3,2,2,2,2
away,away,74.5,74.91,79.0,53,2,3,2,2,2,2
And,and,77.48,77.66000000000001,81.98,55,2,3,2,2,2,2
the,the,77.66,77.74,82.16,55,2,4,2,2,2,2
Dean,dean,77.74,78.08,82.24,55,2,4,2,2,2,2
is,is,78.86,79.2,83.36,56,2,4,2,2,2,2
covered,covered,79.2,79.53,83.7,56,2,4,2,2,2,2
with,with,79.53,79.68,84.03,57,2,4,2,2,2,2
cream,cream,79.68,80.09,84.18,57,2,4,2,2,2,2
So,so,82.3,82.49,86.8,58,2,4,2,2,2,2
I,i,82.49,82.55999999999999,86.99,58,3,4,3,3,3,3
give,give,82.559999,82.70999900000001,87.059999,59,3,4,3,3,3,3
him,him,82.71000000000001,82.81,87.21000000000001,59,3,4,3,3,3,3
a,a,82.809999,82.869999,87.309999,59,3,4,3,3,3,3
moment,moment,82.87,83.42,87.37,59,3,4,3,3,3,3
and,and,85.63,85.72999999999999,90.13,61,3,4,3,3,3,3
then,then,85.73,85.8,90.23,61,3,4,3,3,3,3
I,i,85.799999,85.859999,90.299999,61,3,4,3,3,3,3
say,say,85.86,86.01,90.36,61,3,4,3,3,3,3
Dean,dean,86.009999,86.269999,90.509999,61,3,4,3,3,3,3
McGowan,<unk>,86.27,86.7,90.77,61,3,4,3,3,3,3
would,would,86.85000000000001,86.88000000000001,91.35000000000001,61,3,4,3,3,3,3
you,you,86.88000000000001,86.92,91.38000000000001,61,3,4,3,3,3,3
care,care,86.92,87.11,91.42,61,3,4,3,3,3,3
to,to,87.11,87.2,91.61,62,3,4,3,3,3,3
comment,comment,87.2,87.47,91.7,62,3,4,3,3,3,3
on,on,87.7,87.79,92.2,62,3,4,3,3,3,3
this,this,87.78999999999999,87.94999999999999,92.28999999999999,62,3,4,3,3,3,3
latest,latest,87.95,88.24000000000001,92.45,62,3,4,3,3,3,3
attack,attack,88.24,88.61,92.74,62,3,4,3,3,3,3
And,and,88.61,88.64,93.11,63,3,4,3,3,3,3
the,the,91.98,92.04,96.48,65,3,4,3,3,3,3
Dean,dean,92.04,92.25,96.54,65,3,4,3,3,3,3
says,says,92.25,92.48,96.75,65,3,4,3,3,3,3
Yes,yes,92.48,93.16,96.98,65,3,4,3,3,3,3
I,i,93.57,93.66,98.07,66,3,4,3,3,3,3
would,would,93.66,93.8,98.16,66,3,4,3,3,3,3
care,care,93.8,93.96,98.3,66,3,4,3,3,3,3
to,to,93.96,94.05,98.46,66,3,4,3,3,3,3
comment,comment,94.05,94.53,98.55,66,3,4,3,3,3,3
Fuck,fuck,95.15,95.68,99.65,67,3,4,3,3,3,3
you,you,95.73,96.13,100.23,67,3,4,3,3,3,3
So,so,98.13,98.38,102.63,69,3,4,3,3,3,3
I,i,98.38,98.48,102.88,69,4,5,4,4,4,4
race,race,98.48,98.77,102.98,69,4,5,4,4,4,4
back,back,98.77,98.94,103.27,69,4,5,4,4,4,4
to,to,98.94,99.04,103.44,69,4,5,4,4,4,4
the,the,99.04,99.14,103.54,70,4,5,4,4,4,4
newsroom,newsroom,99.139999,99.569999,103.639999,70,4,5,4,4,4,4
with,with,99.57,99.74,104.07,70,4,5,4,4,4,4
my,my,99.74,99.89,104.24,70,4,5,4,4,4,4
scoop,scoop,99.9,100.47,104.4,70,4,5,4,4,4,4
and,and,101.32,101.45,105.82,71,4,5,4,4,4,4
I,i,101.45,101.52,105.95,71,4,5,4,4,4,4
find,find,101.52,101.72,106.02,71,4,5,4,4,4,4
the,the,101.719999,101.839999,106.219999,71,4,5,4,4,4,4
editor,editor,101.84,102.33,106.34,71,4,5,4,4,4,4
Jim,jim,102.55,102.82,107.05,72,4,5,4,4,4,4
Dwyer,<unk>,102.82,103.15,107.32,72,4,5,4,4,4,4
who’s,who's,103.16,103.32,107.66,72,4,5,4,4,4,4
a,a,103.32,103.4,107.82,72,4,5,4,4,4,4
senior,senior,103.4,103.93,107.9,72,4,5,4,4,4,4
and,and,104.45,104.65,108.95,73,4,5,4,4,4,4
he,he,104.65,104.77,109.15,73,4,5,4,4,4,4
will,will,104.77,104.91,109.27,73,4,5,4,4,4,4
go,go,104.91,105.06,109.41,73,4,5,4,4,4,4
on,on,105.059999,105.239999,109.559999,74,4,5,4,4,4,4
to,to,105.24,105.36,109.74,74,4,5,4,4,4,4
win,win,105.36,105.48,109.86,74,4,5,4,4,4,4
a,a,105.48,105.53,109.98,74,4,5,4,4,4,4
Pulitzer,pulitzer,105.53,105.82,110.03,74,4,5,4,4,4,4
Prize,prize,105.82,106.24,110.32,74,4,5,4,4,4,4
that,that,106.25,106.44,110.75,74,4,5,4,4,4,4
is,is,106.440001,106.590001,110.940001,74,4,5,4,4,4,4
true,true,106.59,106.93,111.09,75,4,5,4,4,4,4
and,and,108.119999,108.249999,112.619999,76,4,5,4,4,4,4
he’s,he's,108.25,108.36,112.75,76,4,5,4,4,4,4
a,a,108.359999,108.429999,112.859999,76,4,5,4,4,4,4
big,big,108.46,108.76,112.96,76,4,5,4,4,4,4
guy,guy,108.77,109.18,113.27,76,4,5,4,4,4,4
I,i,109.21,109.33,113.71,76,4,5,4,4,4,4
pitch,pitch,109.369999,109.559999,113.869999,76,4,5,4,4,4,4
him,him,109.55,109.65,114.05,77,4,5,4,4,4,4
my,my,109.65,109.79,114.15,77,4,5,4,4,4,4
story,story,109.79,110.15,114.29,77,4,5,4,4,4,4
I,i,110.15,110.22,114.65,77,4,5,4,4,4,4
tell,tell,110.22,110.44,114.72,77,4,5,4,4,4,4
him,him,110.44,110.54,114.94,77,4,5,4,4,4,4
what,what,110.54,110.68,115.04,77,4,5,4,4,4,4
I’ve,i've,110.68,110.81,115.18,77,4,5,4,4,4,4
seen,seen,110.81,111.3,115.31,77,4,5,4,4,4,4
and,and,111.83,111.99,116.33,78,4,5,4,4,4,4
he,he,111.99,112.11,116.49,78,4,5,4,4,4,4
says,says,112.12,112.5,116.62,78,4,5,4,4,4,4
Dean,dean,113.36,113.58,117.86,79,4,5,4,4,4,4
McGowan,<unk>,113.58,114.15,118.08,79,4,5,4,4,4,4
that,that,115.14,115.27,119.64,80,4,5,4,4,4,4
guy’s,guy's,115.27,115.45,119.77,80,4,5,4,4,4,4
a,a,115.45,115.53,119.95,80,4,5,4,4,4,4
dick,dick,115.6,115.96,120.1,81,4,5,4,4,4,4
Write,write,116.05,116.3,120.55,81,4,5,4,4,4,4
it,it,116.3,116.42,120.8,81,4,5,4,4,4,4
up,up,116.42,116.75,120.92,81,4,5,4,4,4,4
So,so,118.04,118.21,122.54,82,4,5,4,4,4,4
I’m,i'm,118.21,118.34,122.71,82,4,5,4,4,4,4
banging,banging,118.349999,118.659999,122.849999,82,4,5,4,4,4,4
out,out,118.66,118.76,123.16,83,5,6,5,5,5,5
my,my,118.76,118.87,123.26,83,5,6,5,5,5,5
story,story,118.87,119.22,123.37,83,5,6,5,5,5,5
and,and,119.219999,119.319999,123.719999,83,5,6,5,5,5,5
I,i,119.32,119.39,123.82,83,5,6,5,5,5,5
know,know,119.389999,119.649999,123.889999,83,5,6,5,5,5,5
it’s,it's,119.65,119.84,124.15,83,5,6,5,5,5,5
good,good,119.84,120.15,124.34,83,5,6,5,5,5,5
and,and,120.55,120.68,125.05,84,5,6,5,5,5,5
then,then,120.679999,120.789999,125.179999,84,5,6,5,5,5,5
I,i,120.79,120.86,125.29,84,5,6,5,5,5,5
start,start,120.87,121.32,125.37,84,5,6,5,5,5,5
to,to,121.4,121.52,125.9,84,5,6,5,5,5,5
make,make,121.52,121.79,126.02,85,5,6,5,5,5,5
it,it,121.79,121.96,126.29,85,5,6,5,5,5,5
better,better,122.839999,123.289999,127.339999,85,5,6,5,5,5,5
by,by,126.109999,126.279999,130.60999900000002,88,5,6,5,5,5,5
adding,adding,126.31,126.55,130.81,88,5,6,5,5,5,5
an,an,126.55,126.67,131.05,88,5,6,5,5,5,5
element,element,126.68,127.28,131.18,88,5,6,5,5,5,5
of,of,127.4,127.55,131.9,88,5,6,5,5,5,5
embellishment,embellishment,127.55,128.09,132.05,89,5,6,5,5,5,5
Reporters,reporters,129.24,129.84,133.74,90,5,6,5,5,5,5
call,call,129.84,130.16,134.34,90,5,6,5,5,5,5
this,this,130.16,130.77,134.66,90,5,6,5,5,5,5
making,making,131.27,131.78,135.77,91,5,6,5,5,5,5
shit,shit,131.78,132.11,136.28,91,5,6,5,5,5,5
up,up,132.11,132.47000000000003,136.61,92,5,6,5,5,5,5
And,and,135.5,135.69,140.0,94,5,6,5,5,5,5
they,they,135.69,135.81,140.19,94,5,6,5,5,5,5
recommend,recommend,135.809999,136.57999900000002,140.309999,94,5,6,5,5,5,5
against,against,136.67,137.33999999999995,141.17,95,5,6,5,5,5,5
crossing,crossing,137.34,137.77,141.84,95,5,6,5,5,5,5
that,that,137.77,137.96,142.27,95,5,6,5,5,5,5
line,line,137.96,138.35,142.46,95,5,6,5,5,5,5
But,but,139.95,140.22,144.45,97,5,6,5,5,5,5
I,i,140.219999,140.319999,144.719999,97,5,6,5,5,5,5
had,had,140.33,140.51000000000002,144.83,97,5,6,5,5,5,5
just,just,140.509999,140.669999,145.009999,97,5,6,5,5,5,5
seen,seen,140.67,141.13,145.17,97,5,6,5,5,5,5
the,the,141.45,141.64,145.95,98,5,6,5,5,5,5
line,line,141.639999,142.049999,146.139999,98,5,6,5,5,5,5
crossed,crossed,142.09,142.62,146.59,98,5,6,5,5,5,5
between,between,142.639999,143.069999,147.139999,99,5,6,5,5,5,5
a,a,143.119999,143.189999,147.619999,99,5,6,5,5,5,5
high,high,143.190001,143.39000099999998,147.690001,99,5,6,5,5,5,5
powered,powered,143.389999,143.699999,147.889999,99,5,6,5,5,5,5
dean,dean,143.709999,144.189999,148.209999,99,5,6,5,5,5,5
and,and,144.57,144.70999999999998,149.07,100,5,6,5,5,5,5
assault,assault,144.72,145.03,149.22,100,5,6,5,5,5,5
with,with,145.03,145.15,149.53,100,5,6,5,5,5,5
a,a,145.15,145.19,149.65,100,5,6,5,5,5,5
pastry,pastry,145.19,145.84,149.69,100,5,6,5,5,5,5
and,and,146.85,146.98,151.35,101,5,6,5,5,5,5
I,i,146.98,147.06,151.48,101,5,6,5,5,5,5
kind,kind,147.06,147.26,151.56,102,5,6,5,5,5,5
of,of,147.26,147.39,151.76,102,5,6,5,5,5,5
liked,liked,147.39,147.64999999999998,151.89,102,5,6,5,5,5,5
it,it,147.65,147.86,152.15,102,5,6,5,5,5,5
So,so,148.77,148.91,153.27,103,5,6,5,5,5,5
the,the,148.91,149.02,153.41,103,5,6,5,5,5,5
first,first,149.02,149.22,153.52,103,5,6,5,5,5,5
I,i,149.39,149.44,153.89,103,5,7,5,5,5,5
did,did,149.44,149.93,153.94,103,5,7,5,5,5,5
was,was,150.36,150.51000000000002,154.86,104,5,7,5,5,5,5
I,i,150.51,150.57,155.01,104,5,7,5,5,5,5
gave,gave,150.57,150.79,155.07,104,5,7,5,5,5,5
the,the,150.79,150.86,155.29,104,5,7,5,5,5,5
figure,figure,150.86,151.21,155.36,104,5,7,5,5,5,5
a,a,151.21,151.29000000000002,155.71,104,5,7,5,5,5,5
name,name,151.29,151.87,155.79,104,5,7,5,5,5,5
I,i,152.139999,152.219999,156.639999,105,5,7,5,5,5,5
called,called,152.22,152.42,156.72,105,5,7,5,5,5,5
him,him,152.42,152.51999999999998,156.92,105,5,7,5,5,5,5
Pie,pie,152.52,152.82000000000002,157.02,105,5,7,5,5,5,5
